,0,1,2,3,4,5
0,3847.6202296470015,3282.22443882679,3506.3452928456127,3457.95556300064,3658.51825906862,3152.336216611336
1,2195.3797703529985,1872.7755611732098,2000.6547071543873,1973.0444369993604,2087.48174093138,1798.663783388664
