track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Callaita,Bad Bunny,90,Callaita,2019-05-31,Trap 2020 🔥,rap,trap,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534
Callaita,Bad Bunny,90,Callaita,2019-05-31,LATIN POP 2020 🔥 Pop latino actual,latin,latin pop,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534
Callaita,Bad Bunny,90,Callaita,2019-05-31,Mansión Reggaetón,latin,reggaeton,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534
Callaita,Bad Bunny,90,Callaita,2019-05-31,Urbano: Latino Vibes,latin,latin hip hop,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534
Callaita,Bad Bunny,90,Callaita,2019-05-31,Chixtape 5 - Tory Lanez,r&b,urban contemporary,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534
